id,AtomicOrbitals|HOMO_character,AtomicOrbitals|HOMO_element,AtomicOrbitals|HOMO_energy,AtomicOrbitals|LUMO_character,AtomicOrbitals|LUMO_element,AtomicOrbitals|LUMO_energy,AtomicOrbitals|gap_AO,BandCenter|band center,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData minimum AtomicWeight,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mean AtomicWeight,ElementProperty|MagpieData avg_dev AtomicWeight,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData range CovalentRadius,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData minimum NsValence,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData mean NsValence,ElementProperty|MagpieData avg_dev NsValence,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range NdValence,ElementProperty|MagpieData mean NdValence,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData maximum NfValence,ElementProperty|MagpieData range NfValence,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData avg_dev NfValence,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData range NValence,ElementProperty|MagpieData mean NValence,ElementProperty|MagpieData avg_dev NValence,ElementProperty|MagpieData maximum NsUnfilled,ElementProperty|MagpieData range NsUnfilled,ElementProperty|MagpieData mean NsUnfilled,ElementProperty|MagpieData avg_dev NsUnfilled,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData avg_dev NpUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData minimum NUnfilled,ElementProperty|MagpieData maximum NUnfilled,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData mode NUnfilled,ValenceOrbital|avg s valence electrons,ValenceOrbital|avg p valence electrons,ValenceOrbital|avg d valence electrons,ValenceOrbital|avg f valence electrons,ValenceOrbital|frac s valence electrons,ValenceOrbital|frac p valence electrons,ValenceOrbital|frac d valence electrons,ValenceOrbital|frac f valence electrons,YangSolidSolution|Yang omega,YangSolidSolution|Yang delta
12904576,2,16,-0.261676,2,16,-0.261676,0.0,-2.0693747606696,58,88,30,69.6,9.28,58,10.811,58.933195,48.122195,34.310678,19.6980136,10.811,126,42,105.0,16.8,1.88,2.58,0.7,2.084,0.1984,1.88,2,0,2.0,0.0,2,4,4,1.2,1.12,7,7,2.8,3.36,0,0,0.0,0.0,9,6,6.0,2.4,0,0,0.0,0.0,2.4,2.08,3,3,1.2,1.44,2,5,3,3.6,1.12,3,2.0,1.2,2.8,0.0,0.333333333333333,0.2,0.466666666666667,0.0,15121156.7045738,0.156956739165573
24035867,1,27,-0.204497,1,27,-0.204497,0.0,-1.96858611764006,58,79,21,67.8,7.84,58,10.811,72.64,61.829,42.425678,25.2917424,10.811,126,42,108.0,19.2,1.88,2.04,0.16,1.97,0.072,1.88,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.8,3.84,0,0,0.0,0.0,14,11,7.6,3.68,0,0,0.0,0.0,2.8,2.24,3,3,1.2,1.44,3,5,2,4.0,0.8,3,2.0,0.8,4.8,0.0,0.263157894736842,0.105263157894737,0.631578947368421,0.0,0.739503065292786,0.155709800070947
40326571,1,27,-0.204497,1,27,-0.204497,0.0,-1.94655162779233,58,78,20,67.6,7.68,58,10.811,58.933195,48.122195,33.514778,20.3347336,10.811,126,42,106.2,17.76,1.88,2.04,0.16,1.948,0.0736,1.88,2,0,2.0,0.0,2,2,2,0.8,0.64,7,7,2.8,3.36,0,0,0.0,0.0,9,6,5.6,2.72,0,0,0.0,0.0,2.8,2.24,3,3,1.2,1.44,3,5,2,4.0,0.8,3,2.0,0.8,2.8,0.0,0.357142857142857,0.142857142857143,0.5,0.0,0.543722772862253,0.154906931004829
16504783,1,27,-0.204497,1,27,-0.204497,0.0,-1.95869322418115,58,80,22,68.0,8.0,58,10.811,118.71,107.899,51.639678,32.6629424,10.811,139,55,111.8,22.24,1.88,2.04,0.16,1.96,0.0640000000000001,1.88,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.8,3.84,0,0,0.0,0.0,14,11,7.6,3.68,0,0,0.0,0.0,2.8,2.24,3,3,1.2,1.44,3,5,2,4.0,0.8,3,2.0,0.8,4.8,0.0,0.263157894736842,0.105263157894737,0.631578947368421,0.0,1.59644768098912,0.21943403815018
58029641,2,5,-0.136603,2,5,-0.136603,0.0,-1.90364779844506,49,84,35,65.2,12.96,49,10.811,74.9216,64.1106,40.10716,23.436928,10.811,139,55,113.0,23.2,1.66,2.18,0.52,1.916,0.2048,1.66,1,1,1.6,0.48,1,3,3,1.0,0.8,10,10,4.0,3.2,0,0,0.0,0.0,15,12,6.6,3.36,1,1,0.4,0.48,2.6,2.08,5,5,2.0,2.4,3,6,3,5.0,0.8,5,1.6,1.0,4.0,0.0,0.242424242424242,0.151515151515151,0.606060606060606,0.0,0.783332493686241,0.171830132537853
67198240,2,5,-0.136603,2,5,-0.136603,0.0,-1.92915217262401,49,81,32,64.6,12.48,49,10.811,207.2,196.389,66.56284,56.254864,10.811,146,62,118.4,27.52,1.66,2.33,0.67,1.946,0.2288,1.66,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,4.0,3.2,14,14,2.8,4.48,28,25,9.2,7.52,1,1,0.4,0.48,2.8,2.24,5,5,2.0,2.4,4,6,2,5.2,0.64,5,1.6,0.8,4.0,2.8,0.173913043478261,0.0869565217391304,0.434782608695652,0.304347826086956,13.2334881682865,0.262909117334157
82769514,2,5,-0.136603,2,5,-0.136603,0.0,-1.90539106858223,49,83,34,65.0,12.8,49,10.811,51.9961,41.1851,31.3175924,16.54280608,10.811,139,55,110.6,22.72,1.66,2.19,0.53,1.918,0.2064,1.66,1,1,1.6,0.48,1,3,3,1.0,0.8,5,5,2.0,2.4,0,0,0.0,0.0,6,3,4.6,1.28,1,1,0.4,0.48,2.6,2.08,5,5,2.0,2.4,3,6,3,5.0,0.8,5,1.6,1.0,2.0,0.0,0.347826086956522,0.217391304347826,0.434782608695652,0.0,0.462891462909908,0.17649185829694
57043269,2,5,-0.136603,2,5,-0.136603,0.0,-1.96887998172623,49,88,39,66.0,13.6,49,10.811,51.9961,41.1851,31.53584,16.579872,10.811,139,55,110.2,23.04,1.66,2.58,0.92,1.996,0.2688,1.66,1,1,1.6,0.48,1,4,4,1.2,1.12,5,5,2.0,2.4,0,0,0.0,0.0,6,3,4.8,1.44,1,1,0.4,0.48,2.4,2.08,5,5,2.0,2.4,2,6,4,4.8,1.12,5,1.6,1.2,2.0,0.0,0.333333333333333,0.25,0.416666666666667,0.0,16566552.6189635,0.17565566424556
50129364,2,5,-0.136603,2,5,-0.136603,0.0,-1.80914194597449,49,72,23,62.4,10.72,49,10.811,112.411,101.6,47.60504,29.435232,10.811,144,60,118.0,27.2,1.66,2.04,0.38,1.818,0.1776,1.66,1,1,1.6,0.48,1,1,1,0.4,0.48,10,10,4.0,3.2,0,0,0.0,0.0,12,9,6.0,2.4,1,1,0.4,0.48,2.0,2.4,5,5,2.0,2.4,0,6,6,4.4,1.76,5,1.6,0.4,4.0,0.0,0.266666666666667,0.0666666666666666,0.666666666666667,0.0,1.65309140826027,0.226472471692405
25986740,2,5,-0.136603,2,5,-0.136603,0.0,-1.83413381225793,49,74,25,63.2,11.36,49,10.811,69.723,58.912,39.06744,22.605152,10.811,139,55,113.6,23.68,1.66,2.04,0.38,1.842,0.1584,1.66,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.2,2.72,1,1,0.4,0.48,3.0,2.4,5,5,2.0,2.4,5,6,1,5.4,0.48,5,1.6,0.6,4.0,0.0,0.258064516129032,0.0967741935483871,0.645161290322581,0.0,0.900036346364901,0.186658751975725
34105672,2,5,-0.136603,2,5,-0.136603,0.0,-1.8729859245367,49,79,30,64.2,12.16,49,10.811,72.64,61.829,39.65084,23.071872,10.811,139,55,113.2,23.36,1.66,2.04,0.38,1.882,0.1776,1.66,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,4.0,3.2,0,0,0.0,0.0,14,11,6.4,3.04,1,1,0.4,0.48,2.8,2.24,5,5,2.0,2.4,4,6,2,5.2,0.64,5,1.6,0.8,4.0,0.0,0.25,0.125,0.625,0.0,0.694840454357567,0.171719548408983
78691503,2,5,-0.136603,2,5,-0.136603,0.0,-1.82801309569024,49,75,26,63.4,11.52,49,10.811,114.818,104.007,48.08644,29.820352,10.811,142,58,117.6,26.88,1.66,2.04,0.38,1.836,0.1632,1.66,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.2,2.72,1,1,0.4,0.48,3.0,2.4,5,5,2.0,2.4,5,6,1,5.4,0.48,5,1.6,0.6,4.0,0.0,0.258064516129032,0.0967741935483871,0.645161290322581,0.0,2.16655673147415,0.222451146254413
37419068,2,5,-0.136603,2,5,-0.136603,0.0,-1.85202149277051,49,78,29,64.0,12.0,49,10.811,51.9961,41.1851,30.73994,17.004928,10.811,139,55,111.4,22.08,1.66,2.04,0.38,1.86,0.16,1.66,1,1,1.6,0.48,1,2,2,0.8,0.64,5,5,2.0,2.4,0,0,0.0,0.0,6,3,4.4,1.28,1,1,0.4,0.48,2.8,2.24,5,5,2.0,2.4,4,6,2,5.2,0.64,5,1.6,0.8,2.0,0.0,0.363636363636364,0.181818181818182,0.454545454545454,0.0,0.521142827599055,0.172044228070584
32714856,2,5,-0.136603,2,5,-0.136603,0.0,-1.86357345838373,49,80,31,64.4,12.32,49,10.811,118.71,107.899,48.86484,30.443072,10.811,139,55,117.0,26.4,1.66,2.04,0.38,1.872,0.1696,1.66,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,4.0,3.2,0,0,0.0,0.0,14,11,6.4,3.04,1,1,0.4,0.48,2.8,2.24,5,5,2.0,2.4,4,6,2,5.2,0.64,5,1.6,0.8,4.0,0.0,0.25,0.125,0.625,0.0,1.54147919594534,0.222451146254413
83429561,1,26,-0.197978,1,26,-0.197978,0.0,-1.97935549718201,55,84,29,67.6,10.08,55,10.811,74.9216,64.1106,41.64672,24.668576,10.811,132,48,110.2,20.96,1.83,2.18,0.35,1.984,0.1232,1.83,2,0,2.0,0.0,2,3,3,1.0,0.8,10,10,4.4,3.52,0,0,0.0,0.0,15,12,7.4,3.52,0,0,0.0,0.0,2.6,2.08,4,4,1.6,1.92,3,5,2,4.2,0.64,4,2.0,1.0,4.4,0.0,0.27027027027027,0.135135135135135,0.594594594594595,0.0,0.920913659046864,0.15612386257877
69538402,3,26,-0.295049,1,26,-0.197978,0.097071,-2.00587417530857,55,81,26,67.0,9.6,55,10.811,207.2,196.389,68.1024,55.63904,10.811,146,62,115.6,25.28,1.83,2.33,0.5,2.014,0.1472,1.83,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.4,3.52,14,14,2.8,4.48,28,25,10.0,7.2,0,0,0.0,0.0,2.8,2.24,4,4,1.6,1.92,4,5,1,4.4,0.48,4,2.0,0.8,4.4,2.8,0.2,0.08,0.44,0.28,6.9840729325782,0.263891812849298
71465098,2,15,-0.20608,2,15,-0.20608,0.0,-1.98116809682986,55,83,28,67.4,9.92,55,10.811,55.845,45.034,32.8571524,18.39027808,10.811,132,48,107.8,19.36,1.83,2.19,0.36,1.986,0.1248,1.83,2,0,2.0,0.0,2,3,3,1.0,0.8,6,6,2.4,2.88,0,0,0.0,0.0,8,5,5.4,2.08,0,0,0.0,0.0,2.6,2.08,4,4,1.6,1.92,3,5,2,4.2,0.64,4,2.0,1.0,2.4,0.0,0.37037037037037,0.185185185185185,0.444444444444444,0.0,0.520170442174738,0.157618547511842
94715302,2,16,-0.261676,2,16,-0.261676,0.0,-2.04718195156934,55,88,33,68.4,10.72,55,10.811,55.845,45.034,33.0754,18.21568,10.811,132,48,107.4,19.68,1.83,2.58,0.75,2.064,0.2064,1.83,2,0,2.0,0.0,2,4,4,1.2,1.12,6,6,2.4,2.88,0,0,0.0,0.0,8,5,5.6,2.08,0,0,0.0,0.0,2.4,2.08,4,4,1.6,1.92,2,5,3,4.0,0.8,4,2.0,1.2,2.4,0.0,0.357142857142857,0.214285714285714,0.428571428571429,0.0,15272011.1325319,0.156956739165573
32468591,3,26,-0.295049,1,26,-0.197978,0.097071,-1.94747420657564,55,79,24,66.6,9.28,55,10.811,72.64,61.829,41.1904,24.30352,10.811,132,48,110.4,21.12,1.83,2.04,0.21,1.95,0.0959999999999999,1.83,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.4,3.52,0,0,0.0,0.0,14,11,7.2,3.36,0,0,0.0,0.0,2.8,2.24,4,4,1.6,1.92,4,5,1,4.4,0.48,4,2.0,0.8,4.4,0.0,0.277777777777778,0.111111111111111,0.611111111111111,0.0,0.768185803792121,0.155709800070947
98016472,3,26,-0.295049,1,26,-0.197978,0.097071,-1.92567602347916,55,78,23,66.4,9.12,55,10.811,55.845,45.034,32.2795,18.8524,10.811,132,48,108.6,19.68,1.83,2.04,0.21,1.928,0.0896,1.83,2,0,2.0,0.0,2,2,2,0.8,0.64,6,6,2.4,2.88,0,0,0.0,0.0,8,5,5.2,2.24,0,0,0.0,0.0,2.8,2.24,4,4,1.6,1.92,4,5,1,4.4,0.48,4,2.0,0.8,2.4,0.0,0.384615384615385,0.153846153846154,0.461538461538462,0.0,0.543006904689055,0.154906931004829
10857693,3,26,-0.295049,1,26,-0.197978,0.097071,-1.93768740849402,55,80,25,66.8,9.44,55,10.811,118.71,107.899,50.4044,31.67472,10.811,139,55,114.2,24.16,1.83,2.04,0.21,1.94,0.088,1.83,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,4.4,3.52,0,0,0.0,0.0,14,11,7.2,3.36,0,0,0.0,0.0,2.8,2.24,4,4,1.6,1.92,4,5,1,4.4,0.48,4,2.0,0.8,4.4,0.0,0.277777777777778,0.111111111111111,0.611111111111111,0.0,2.10281958769752,0.21943403815018
16958274,3,42,-0.153347,3,42,-0.153347,0.0,-2.03783624528193,50,74,24,63.6,10.88,50,10.811,95.96,85.149,56.653,36.6736,10.811,154,70,119.6,28.48,1.81,2.16,0.35,2.042,0.0944,2.04,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.2,2.72,1,1,0.4,0.48,3.0,2.4,5,5,2.0,2.4,5,6,1,5.4,0.48,5,1.6,0.6,4.0,0.0,0.258064516129032,0.0967741935483871,0.645161290322581,0.0,1.07548662473435,0.20609831249986
93608745,1,45,-0.154624,1,45,-0.154624,0.0,-2.0823883275275,59,74,15,67.2,6.56,59,10.811,102.9055,92.0945,59.4312,38.89616,10.811,142,58,114.8,24.64,1.81,2.28,0.47,2.09,0.152,2.04,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,5.2,4.16,0,0,0.0,0.0,13,10,7.4,3.52,1,1,0.4,0.48,3.0,2.4,2,2,0.8,0.96,3,5,2,4.2,0.96,3,1.6,0.6,5.2,0.0,0.216216216216216,0.081081081081081,0.702702702702703,0.0,0.752564890434923,0.190716824855805
12064358,3,44,-0.210375,3,44,-0.210375,0.0,-2.05284828543013,56,74,18,66.0,8.0,56,10.811,101.07,90.259,58.697,38.3088,10.811,146,62,116.4,25.92,1.81,2.2,0.39,2.058,0.1136,2.04,1,1,1.6,0.48,1,1,1,0.6,0.48,10,10,4.8,3.84,0,0,0.0,0.0,13,10,7.0,3.2,1,1,0.4,0.48,3.0,2.4,3,3,1.2,1.44,4,5,1,4.6,0.48,4,1.6,0.6,4.8,0.0,0.228571428571429,0.0857142857142857,0.685714285714286,0.0,1.05629024231989,0.194942090256101
95240316,3,74,-0.220603,3,74,-0.220603,0.0,-2.11131281204299,51,74,23,64.0,10.4,51,10.811,183.84,173.029,91.805,73.628,10.811,162,78,122.8,31.36,1.81,2.36,0.55,2.122,0.1904,2.04,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,3.6,2.88,14,14,5.6,6.72,20,17,11.8,7.04,0,0,0.0,0.0,3.0,2.4,6,6,2.4,2.88,5,6,1,5.4,0.48,5,2.0,0.6,3.6,5.6,0.169491525423729,0.0508474576271186,0.305084745762712,0.474576271186441,1.50914238620401,0.197110518441763
85397462,1,27,-0.204497,1,27,-0.204497,0.0,-1.92775093149636,58,74,16,66.8,7.04,58,10.811,69.723,58.912,41.842278,24.8250224,10.811,126,42,108.4,19.52,1.81,2.04,0.23,1.93,0.088,1.88,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.8,3.84,0,0,0.0,0.0,13,10,7.4,3.52,0,0,0.0,0.0,3.0,2.4,3,3,1.2,1.44,3,5,2,4.2,0.96,3,2.0,0.6,4.8,0.0,0.27027027027027,0.081081081081081,0.648648648648649,0.0,0.882739802081724,0.17740691724314
34209168,3,26,-0.295049,3,26,-0.295049,0.0,-1.90707695342885,55,74,19,65.6,8.48,55,10.811,69.723,58.912,40.607,23.8368,10.811,132,48,110.8,21.44,1.81,2.04,0.23,1.91,0.104,1.83,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.4,3.52,0,0,0.0,0.0,13,10,7.0,3.2,0,0,0.0,0.0,3.0,2.4,4,4,1.6,1.92,4,5,1,4.6,0.48,4,2.0,0.6,4.4,0.0,0.285714285714286,0.0857142857142857,0.628571428571429,0.0,0.984513116618763,0.17740691724314
41253670,1,28,-0.210764,1,28,-0.210764,0.0,-1.93999731493744,61,74,13,68.0,5.6,61,10.811,69.723,58.912,41.74636,24.748288,10.811,124,40,107.6,18.88,1.81,2.04,0.23,1.942,0.0784,1.91,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,5.2,4.16,0,0,0.0,0.0,13,10,7.8,3.84,0,0,0.0,0.0,3.0,2.4,2,2,0.8,0.96,2,5,3,3.8,1.44,2,2.0,0.6,5.2,0.0,0.256410256410256,0.0769230769230769,0.666666666666667,0.0,0.813099635026308,0.179141821333142
54789260,3,43,-0.270262,3,43,-0.270262,0.0,-1.93592809406052,53,74,21,64.8,9.44,53,10.811,98.0,87.189,57.469,37.3264,10.811,147,63,116.8,26.24,1.81,2.04,0.23,1.938,0.0816,1.9,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,4.0,3.2,0,0,0.0,0.0,13,10,6.6,2.88,0,0,0.0,0.0,3.0,2.4,5,5,2.0,2.4,5,5,0,5.0,0.0,5,2.0,0.6,4.0,0.0,0.303030303030303,0.0909090909090909,0.606060606060606,0.0,1.00079418896756,0.199312714776632
32508179,3,42,-0.153347,3,42,-0.153347,0.0,-2.08100334796456,50,79,29,64.6,11.68,50,10.811,95.96,85.149,57.2364,37.14032,10.811,154,70,119.2,28.16,2.01,2.16,0.15,2.082,0.0624,2.04,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,4.0,3.2,0,0,0.0,0.0,14,11,6.4,3.04,1,1,0.4,0.48,2.8,2.24,5,5,2.0,2.4,4,6,2,5.2,0.64,5,1.6,0.8,4.0,0.0,0.25,0.125,0.625,0.0,0.782094749031133,0.200781428195816
92165478,1,45,-0.154624,1,45,-0.154624,0.0,-2.12649916860593,59,79,20,68.2,7.36,59,10.811,102.9055,92.0945,60.0146,39.36288,10.811,142,58,114.4,24.32,2.01,2.28,0.27,2.13,0.12,2.04,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,5.2,4.16,0,0,0.0,0.0,14,11,7.6,3.68,1,1,0.4,0.48,2.8,2.24,2,2,0.8,0.96,3,5,2,4.0,0.8,3,1.6,0.8,5.2,0.0,0.210526315789474,0.105263157894737,0.684210526315789,0.0,0.711337281252167,0.178179966487409
78351290,3,44,-0.210375,1,44,-0.152834,0.057541,-2.09633338534147,56,79,23,67.0,8.8,56,10.811,101.07,90.259,59.2804,38.77552,10.811,146,62,116.0,25.6,2.01,2.2,0.19,2.098,0.0816,2.04,1,1,1.6,0.48,1,2,2,0.8,0.64,10,10,4.8,3.84,0,0,0.0,0.0,14,11,7.2,3.36,1,1,0.4,0.48,2.8,2.24,3,3,1.2,1.44,4,5,1,4.4,0.48,4,1.6,0.8,4.8,0.0,0.222222222222222,0.111111111111111,0.666666666666667,0.0,0.909901311986833,0.184648700679445
85902746,3,74,-0.220603,3,74,-0.220603,0.0,-2.1560363550478,51,79,28,65.0,11.2,51,10.811,183.84,173.029,92.3884,73.16128,10.811,162,78,122.4,31.68,2.01,2.36,0.35,2.162,0.1584,2.04,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,3.6,2.88,14,14,5.6,6.72,20,17,12.0,7.2,0,0,0.0,0.0,2.8,2.24,6,6,2.4,2.88,4,6,2,5.2,0.64,5,2.0,0.8,3.6,5.6,0.166666666666667,0.0666666666666666,0.3,0.466666666666667,1.04130589199063,0.187882263393752
68293104,3,72,-0.143805,3,72,-0.143805,0.0,-1.62478006942316,45,73,28,61.4,13.12,45,10.811,178.49,167.679,81.11670772,77.898633824,10.811,175,91,127.8,37.76,1.3,2.04,0.74,1.658,0.3056,1.3,2,0,2.0,0.0,2,1,1,0.6,0.48,2,2,0.8,0.96,14,14,5.6,6.72,18,15,9.0,7.2,0,0,0.0,0.0,3.0,2.4,8,8,3.2,3.84,5,8,3,6.2,1.44,5,2.0,0.6,0.8,5.6,0.222222222222222,0.0666666666666666,0.0888888888888888,0.622222222222222,0.341126255755271,0.253730382469685
23750186,3,72,-0.143805,3,72,-0.143805,0.0,-1.72631763329385,45,84,39,63.6,14.88,45,10.811,178.49,167.679,90.70472,70.228224,10.811,175,91,127.4,38.08,1.3,2.18,0.88,1.772,0.3776,1.3,2,0,2.0,0.0,2,3,3,1.0,0.8,10,10,2.8,2.88,14,14,5.6,6.72,18,15,11.4,6.72,0,0,0.0,0.0,2.6,2.08,8,8,3.2,3.84,3,8,5,5.8,1.76,5,2.0,1.0,2.8,5.6,0.175438596491228,0.087719298245614,0.245614035087719,0.491228070175439,0.300460046240876,0.259209876971558
72803641,3,72,-0.143805,3,72,-0.143805,0.0,-1.74944620303622,45,81,36,63.0,14.4,45,10.811,207.2,196.389,117.1604,85.07952,10.811,175,91,132.8,39.04,1.3,2.33,1.03,1.802,0.4016,1.3,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,2.8,2.88,14,14,8.4,6.72,28,25,14.0,8.8,0,0,0.0,0.0,2.8,2.24,8,8,3.2,3.84,4,8,4,6.0,1.6,5,2.0,0.8,2.8,8.4,0.142857142857143,0.0571428571428571,0.2,0.6,0.452063797847005,0.280519703259021
91052873,3,72,-0.143805,3,72,-0.143805,0.0,-1.72789851289765,45,83,38,63.4,14.72,45,10.811,178.49,167.679,81.9151524,77.25987808,10.811,175,91,125.0,40.0,1.3,2.19,0.89,1.774,0.3792,1.3,2,0,2.0,0.0,2,3,3,1.0,0.8,2,2,0.8,0.96,14,14,5.6,6.72,18,15,9.4,6.88,0,0,0.0,0.0,2.6,2.08,8,8,3.2,3.84,3,8,5,5.8,1.76,5,2.0,1.0,0.8,5.6,0.212765957446809,0.106382978723404,0.0851063829787234,0.595744680851064,0.220702708597307,0.272831172793036
72153046,3,72,-0.143805,3,72,-0.143805,0.0,-1.7854732545955,45,88,43,64.4,15.52,45,10.811,178.49,167.679,82.1334,77.08528,10.811,175,91,124.6,40.32,1.3,2.58,1.28,1.852,0.4416,1.3,2,0,2.0,0.0,2,4,4,1.2,1.12,2,2,0.8,0.96,14,14,5.6,6.72,18,15,9.6,6.72,0,0,0.0,0.0,2.4,2.08,8,8,3.2,3.84,2,8,6,5.6,1.92,5,2.0,1.2,0.8,5.6,0.208333333333333,0.125,0.0833333333333333,0.583333333333333,17710239.677437,0.271520914645437
61927503,3,72,-0.143805,3,72,-0.143805,0.0,-1.6406152677078,45,72,27,60.8,12.64,45,10.811,178.49,167.679,98.2026,69.91328,10.811,175,91,132.4,38.72,1.3,2.04,0.74,1.674,0.2992,1.3,2,0,2.0,0.0,2,1,1,0.4,0.48,10,10,2.8,2.88,14,14,5.6,6.72,18,15,10.8,6.24,0,0,0.0,0.0,2.0,2.4,8,8,3.2,3.84,0,8,8,5.2,2.24,5,2.0,0.4,2.8,5.6,0.185185185185185,0.037037037037037,0.259259259259259,0.518518518518518,0.409224254507669,0.262954625331178
45068793,3,72,-0.143805,3,72,-0.143805,0.0,-1.6632790711116,45,74,29,61.6,13.28,45,10.811,178.49,167.679,89.665,71.06,10.811,175,91,128.0,37.6,1.3,2.04,0.74,1.698,0.3184,1.3,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,2.8,2.88,14,14,5.6,6.72,18,15,11.0,6.4,0,0,0.0,0.0,3.0,2.4,8,8,3.2,3.84,5,8,3,6.2,1.44,5,2.0,0.6,2.8,5.6,0.181818181818182,0.0545454545454545,0.254545454545455,0.509090909090909,0.342975586253305,0.252497249948616
86192507,3,72,-0.143805,3,72,-0.143805,0.0,-1.69851199947804,45,79,34,62.6,14.08,45,10.811,178.49,167.679,90.2484,70.59328,10.811,175,91,127.6,37.92,1.3,2.04,0.74,1.738,0.3504,1.3,2,0,2.0,0.0,2,2,2,0.8,0.64,10,10,2.8,2.88,14,14,5.6,6.72,18,15,11.2,6.56,0,0,0.0,0.0,2.8,2.24,8,8,3.2,3.84,4,8,4,6.0,1.6,5,2.0,0.8,2.8,5.6,0.178571428571428,0.0714285714285714,0.25,0.5,0.302303529599457,0.259993958960147
48270965,3,72,-0.143805,3,72,-0.143805,0.0,-1.65772851656688,45,75,30,61.8,13.44,45,10.811,178.49,167.679,98.684,70.2984,10.811,175,91,132.0,38.4,1.3,2.04,0.74,1.692,0.3136,1.3,2,0,2.0,0.0,2,1,1,0.6,0.48,10,10,2.8,2.88,14,14,5.6,6.72,18,15,11.0,6.4,0,0,0.0,0.0,3.0,2.4,8,8,3.2,3.84,5,8,3,6.2,1.44,5,2.0,0.6,2.8,5.6,0.181818181818182,0.0545454545454545,0.254545454545455,0.509090909090909,0.420995330402342,0.261365561965106
85709634,3,72,-0.143805,3,72,-0.143805,0.0,-1.67950046369946,45,78,33,62.4,13.92,45,10.811,178.49,167.679,81.3375,77.722,10.811,175,91,125.8,39.36,1.3,2.04,0.74,1.716,0.3328,1.3,2,0,2.0,0.0,2,2,2,0.8,0.64,2,2,0.8,0.96,14,14,5.6,6.72,18,15,9.2,7.04,0,0,0.0,0.0,2.8,2.24,8,8,3.2,3.84,4,8,4,6.0,1.6,5,2.0,0.8,0.8,5.6,0.217391304347826,0.0869565217391304,0.0869565217391304,0.608695652173913,0.280103863571402,0.263570544455797
