id,AtomicOrbitals|HOMO_character,AtomicOrbitals|HOMO_element,AtomicOrbitals|HOMO_energy,AtomicOrbitals|LUMO_character,AtomicOrbitals|LUMO_element,AtomicOrbitals|LUMO_energy,AtomicOrbitals|gap_AO,BandCenter|band center,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range Number,ElementProperty|MagpieData mean Number,ElementProperty|MagpieData avg_dev Number,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData minimum AtomicWeight,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mean AtomicWeight,ElementProperty|MagpieData avg_dev AtomicWeight,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData range CovalentRadius,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev CovalentRadius,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData minimum NsValence,ElementProperty|MagpieData maximum NsValence,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData mean NsValence,ElementProperty|MagpieData avg_dev NsValence,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData minimum NpValence,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range NdValence,ElementProperty|MagpieData mean NdValence,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData mode NdValence,ElementProperty|MagpieData minimum NfValence,ElementProperty|MagpieData maximum NfValence,ElementProperty|MagpieData range NfValence,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData avg_dev NfValence,ElementProperty|MagpieData mode NfValence,ElementProperty|MagpieData minimum NValence,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData range NValence,ElementProperty|MagpieData mean NValence,ElementProperty|MagpieData avg_dev NValence,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData minimum NsUnfilled,ElementProperty|MagpieData maximum NsUnfilled,ElementProperty|MagpieData range NsUnfilled,ElementProperty|MagpieData mean NsUnfilled,ElementProperty|MagpieData avg_dev NsUnfilled,ElementProperty|MagpieData mode NsUnfilled,ElementProperty|MagpieData minimum NpUnfilled,ElementProperty|MagpieData maximum NpUnfilled,ElementProperty|MagpieData range NpUnfilled,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData avg_dev NpUnfilled,ElementProperty|MagpieData mode NpUnfilled,ElementProperty|MagpieData minimum NdUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData mode NdUnfilled,ElementProperty|MagpieData minimum NfUnfilled,ElementProperty|MagpieData maximum NfUnfilled,ElementProperty|MagpieData range NfUnfilled,ElementProperty|MagpieData mean NfUnfilled,ElementProperty|MagpieData avg_dev NfUnfilled,ElementProperty|MagpieData mode NfUnfilled,ElementProperty|MagpieData minimum NUnfilled,ElementProperty|MagpieData maximum NUnfilled,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData mode NUnfilled,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData range GSvolume_pa,ElementProperty|MagpieData mean GSvolume_pa,ElementProperty|MagpieData avg_dev GSvolume_pa,ElementProperty|MagpieData mode GSvolume_pa,ValenceOrbital|avg s valence electrons,ValenceOrbital|avg p valence electrons,ValenceOrbital|avg d valence electrons,ValenceOrbital|avg f valence electrons,ValenceOrbital|frac s valence electrons,ValenceOrbital|frac p valence electrons,ValenceOrbital|frac d valence electrons,ValenceOrbital|frac f valence electrons,YangSolidSolution|Yang omega,YangSolidSolution|Yang delta,LatticeConstants|a,LatticeConstants|b,LatticeConstants|c,GlobalSymmetryFeatures|spacegroup_num,GlobalSymmetryFeatures|crystal_system_int
2384019,3,25,-0.26654,3,25,-0.26654,0.0,-1.77856092528499,5,49,44,21.8,13.44,5,52,75,23,64.6,10.08,52,10.811,114.818,104.007,49.263218,30.7617744,10.811,84,142,58,117.6,26.88,84,1.55,2.04,0.49,1.792,0.1984,1.55,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,10,10,4.0,3.2,0,0,0,0,0.0,0.0,0,3,13,10,6.6,2.88,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,5,5,0,5.0,0.0,5,7.1725,24.26,17.0875,11.91603448276,4.937586206896,7.1725,2.0,0.6,4.0,0.0,0.303030303030303,0.0909090909090909,0.606060606060606,0.0,1.04071274696066,0.224103641018935,2.88907368333961,2.90335623960466,12.5970165614654,65,5
6930741,3,25,-0.26654,3,25,-0.26654,0.0,-1.80191983722406,5,25,20,14.8,8.16,5,52,78,26,65.2,10.56,52,10.811,54.938045,44.127045,31.916718,18.4170616,10.811,84,139,55,111.4,22.08,84,1.55,2.04,0.49,1.816,0.2128,1.55,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,5,5,2.0,2.4,0,0,0,0,0.0,0.0,0,3,7,4,4.8,1.76,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,4,5,1,4.8,0.32,5,7.1725,20.44,13.2675,11.15203448276,3.715186206896,7.1725,2.0,0.8,2.0,0.0,0.416666666666667,0.166666666666667,0.416666666666667,0.0,0.419857122622944,0.178885438199983,2.98760527441587,2.76600511482722,10.4243561150508,65,5
4867502,3,25,-0.26654,3,25,-0.26654,0.0,-1.81315929425988,5,50,45,22.0,13.6,5,52,80,28,65.6,10.88,52,10.811,118.71,107.899,50.041618,31.3844944,10.811,84,139,55,117.0,26.4,84,1.55,2.04,0.49,1.828,0.2224,1.55,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,4.0,3.2,0,0,0,0,0.0,0.0,0,3,14,11,6.8,3.04,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,4,5,1,4.8,0.32,5,7.1725,33.285,26.1125,13.72103448276,7.825586206896,7.1725,2.0,0.8,4.0,0.0,0.294117647058823,0.117647058823529,0.588235294117647,0.0,0.852143004265481,0.224103641018935,2.94426261856755,2.89543897615395,12.5648832512223,65,5
9157643,3,25,-0.26654,3,25,-0.26654,0.0,-1.74537097357034,5,81,76,28.2,21.12,5,52,76,24,64.8,10.24,52,10.811,204.3833,193.5723,67.176278,54.8828088,10.811,84,145,61,118.2,27.36,84,1.55,2.04,0.49,1.76,0.224,1.55,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,10,10,4.0,3.2,0,0,14,14,2.8,4.48,0,3,27,24,9.4,7.04,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,5,5,0,5.0,0.0,5,7.1725,26.91,19.7375,12.44603448276,5.785586206896,7.1725,2.0,0.6,4.0,2.8,0.212765957446809,0.0638297872340425,0.425531914893617,0.297872340425532,1.75222376839251,0.258645214868096,2.91091000843421,2.87457628788229,13.6967359341922,65,5
9607438,3,25,-0.26654,3,25,-0.26654,0.0,-1.75178795177514,5,30,25,18.0,10.4,5,52,72,20,63.4,9.12,52,10.811,65.38,54.569,39.375618,22.8516944,10.811,84,139,55,113.6,23.68,84,1.55,2.04,0.49,1.766,0.2192,1.55,2,2,0,2.0,0.0,2,0,1,1,0.4,0.48,0,0,10,10,4.0,3.2,0,0,0,0,0.0,0.0,0,3,12,9,6.4,2.72,3,0,0,0,0.0,0.0,0,0,5,5,2.0,2.4,0,0,5,5,2.0,2.4,0,0,0,0,0,0,0,0,5,5,4.0,1.6,5,7.1725,13.96,6.7875,9.85603448276,2.146827586208,7.1725,2.0,0.4,4.0,0.0,0.3125,0.0625,0.625,0.0,0.699877769878881,0.198687728150178,2.89207907225488,2.82954901162865,11.4386771977134,65,5
4528069,2,5,-0.136603,2,5,-0.136603,0.0,-1.76548989122387,5,41,36,21.0,16.0,5,47,73,26,62.2,12.16,47,10.811,92.90638,82.09538,46.88325972,36.818496224,10.811,84,164,80,123.4,32.48,84,1.6,2.04,0.44,1.778,0.2096,1.6,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,4,4,1.6,1.92,0,0,0,0,0.0,0.0,0,3,5,2,3.8,0.96,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,5,7,2,5.8,0.96,5,7.1725,18.18,11.0075,13.437,5.0116,7.1725,1.6,0.6,1.6,0.0,0.421052631578947,0.157894736842105,0.421052631578947,0.0,0.484187497210521,0.220794403122398,3.13806744355386,3.31598539725809,11.8121224876295,65,5
1790246,2,5,-0.136603,2,5,-0.136603,0.0,-1.87582084983592,5,41,36,25.0,16.0,5,47,84,37,64.4,13.92,47,10.811,92.90638,82.09538,56.471272,36.5282176,10.811,84,164,80,123.0,32.8,84,1.6,2.18,0.58,1.892,0.2336,1.6,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,15,12,6.2,3.52,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,3,7,4,5.4,1.28,5,7.1725,22.175,15.0025,14.576,5.9228,7.1725,1.6,1.0,3.6,0.0,0.258064516129032,0.161290322580645,0.580645161290323,0.0,0.43567369030864,0.213150440681858,3.15904952149468,3.3222634780422,11.8889575854485,65,5
8410523,2,5,-0.136603,2,5,-0.136603,0.0,-1.90095240877553,5,82,77,34.8,23.84,5,47,81,34,63.8,13.44,47,10.811,207.2,196.389,82.926952,57.6927616,10.811,84,164,80,128.4,35.52,84,1.6,2.33,0.73,1.922,0.2576,1.6,1,2,1,1.6,0.48,1,0,2,2,0.8,0.64,0,0,10,10,3.6,2.88,0,0,14,14,2.8,4.48,0,3,28,25,8.8,7.68,3,0,1,1,0.4,0.48,0,0,5,5,2.8,2.24,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,4,7,3,5.6,1.12,5,7.1725,28.11,20.9375,15.763,6.8724,7.1725,1.6,0.8,3.6,2.8,0.181818181818182,0.0909090909090909,0.409090909090909,0.318181818181818,0.970213272872947,0.266897594919487,3.04880782107824,3.2619087792537,15.0421855392135,65,5
3014689,2,5,-0.136603,2,5,-0.136603,0.0,-1.87753863737669,5,41,36,21.4,15.68,5,47,83,36,64.2,13.76,47,10.811,92.90638,82.09538,47.6817044,36.17974048,10.811,84,164,80,120.6,34.72,84,1.6,2.19,0.59,1.894,0.2352,1.6,1,2,1,1.6,0.48,1,0,3,3,1.0,0.8,0,0,4,4,1.6,1.92,0,0,0,0,0.0,0.0,0,3,5,2,4.2,0.96,3,0,1,1,0.4,0.48,0,0,5,5,2.6,2.08,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,3,7,4,5.4,1.28,5,7.1725,22.5702380952,15.3977380952,14.65504761904,5.986038095232,7.1725,1.6,1.0,1.6,0.0,0.380952380952381,0.238095238095238,0.380952380952381,0.0,0.292538118553825,0.223249411608884,3.11611197371193,3.27422731339665,11.6114376011192,65,5
7348562,2,5,-0.136603,2,5,-0.136603,0.0,-1.94009948876224,5,41,36,21.6,15.52,5,47,88,41,65.2,14.56,47,10.811,92.90638,82.09538,47.899952,36.0051424,10.811,84,164,80,120.2,35.04,84,1.6,2.58,0.98,1.972,0.2976,1.6,1,2,1,1.6,0.48,1,0,4,4,1.2,1.12,0,0,4,4,1.6,1.92,0,0,0,0,0.0,0.0,0,3,6,3,4.4,1.12,3,0,1,1,0.4,0.48,0,0,5,5,2.4,2.08,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,2,7,5,5.2,1.44,5,7.1725,25.786875,18.614375,15.298375,6.5007,7.1725,1.6,1.2,1.6,0.0,0.363636363636364,0.272727272727273,0.363636363636364,0.0,18566250.8500367,0.22212213093825,3.04807339587576,3.13327463603323,12.6499752597754,65,5
6423907,2,5,-0.136603,2,5,-0.136603,0.0,-1.78269645537565,5,48,43,28.0,18.4,5,47,72,25,61.6,11.68,47,10.811,112.411,101.6,63.969152,42.5265216,10.811,84,164,80,128.0,35.2,84,1.6,2.04,0.44,1.794,0.1968,1.6,1,2,1,1.6,0.48,1,0,1,1,0.4,0.48,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,12,9,5.6,2.56,3,0,1,1,0.4,0.48,0,0,5,5,2.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,0,7,7,4.8,1.92,5,7.1725,19.495,12.3225,14.04,5.494,7.1725,1.6,0.4,3.6,0.0,0.285714285714286,0.0714285714285714,0.642857142857143,0.0,0.704142643290863,0.23969492120604,3.08399584918774,3.30433635600629,13.302563110076,65,5
1932047,2,5,-0.136603,2,5,-0.136603,0.0,-1.8073229981054,5,41,36,24.6,15.68,5,47,74,27,62.4,12.32,47,10.811,92.90638,82.09538,55.431552,35.6964416,10.811,84,164,80,123.6,32.32,84,1.6,2.04,0.44,1.818,0.1776,1.6,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,13,10,5.8,2.88,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,5,7,2,5.8,0.96,5,7.1725,18.8575,11.685,13.9125,5.392,7.1725,1.6,0.6,3.6,0.0,0.275862068965517,0.103448275862069,0.620689655172414,0.0,0.523192079226391,0.215484846803291,3.13787009637571,3.37493856359391,11.5303955709389,65,5
9603748,2,5,-0.136603,2,5,-0.136603,0.0,-1.84560718194035,5,41,36,24.8,15.84,5,47,79,32,63.4,13.12,47,10.811,92.90638,82.09538,56.014952,36.1631616,10.811,84,164,80,123.2,32.64,84,1.6,2.04,0.44,1.858,0.2064,1.6,1,2,1,1.6,0.48,1,0,2,2,0.8,0.64,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,14,11,6.0,3.2,3,0,1,1,0.4,0.48,0,0,5,5,2.8,2.24,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,4,7,3,5.6,1.12,5,7.1725,23.005,15.8325,14.742,6.0556,7.1725,1.6,0.8,3.6,0.0,0.266666666666667,0.133333333333333,0.6,0.0,0.431249198448736,0.213576950562855,3.12172573977982,3.34616470852938,11.906029912565,65,5
3469512,2,5,-0.136603,2,5,-0.136603,0.0,-1.80129175232401,5,49,44,28.2,18.56,5,47,75,28,62.6,12.48,47,10.811,114.818,104.007,64.450552,42.9116416,10.811,84,164,80,127.6,34.88,84,1.6,2.04,0.44,1.812,0.1824,1.6,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,13,10,5.8,2.88,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,5,7,2,5.8,0.96,5,7.1725,24.26,17.0875,14.993,6.2564,7.1725,1.6,0.6,3.6,0.0,0.275862068965517,0.103448275862069,0.620689655172414,0.0,0.776618913699779,0.236906211638506,3.03766307339841,3.22269287357702,14.4337170579694,65,5
2694380,2,5,-0.136603,2,5,-0.136603,0.0,-1.82494920190639,5,41,36,21.2,15.84,5,47,78,31,63.2,12.96,47,10.811,92.90638,82.09538,47.104052,36.6418624,10.811,84,164,80,121.4,34.08,84,1.6,2.04,0.44,1.836,0.1888,1.6,1,2,1,1.6,0.48,1,0,2,2,0.8,0.64,0,0,4,4,1.6,1.92,0,0,0,0,0.0,0.0,0,3,5,2,4.0,0.8,3,0,1,1,0.4,0.48,0,0,5,5,2.8,2.24,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,4,7,3,5.6,1.12,5,7.1725,20.44,13.2675,14.229,5.6452,7.1725,1.6,0.8,1.6,0.0,0.4,0.2,0.4,0.0,0.365944924105601,0.215864849236958,3.1725689692159,3.34597401157253,11.1110584218962,65,5
5648371,2,5,-0.136603,2,5,-0.136603,0.0,-1.83633230437501,5,50,45,28.4,18.72,5,47,80,33,63.6,13.28,47,10.811,118.71,107.899,65.228952,43.5343616,10.811,84,164,80,127.0,34.4,84,1.6,2.04,0.44,1.848,0.1984,1.6,1,2,1,1.6,0.48,1,0,2,2,0.8,0.64,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,14,11,6.0,3.2,3,0,1,1,0.4,0.48,0,0,5,5,2.8,2.24,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,4,7,3,5.6,1.12,5,7.1725,33.285,26.1125,16.798,7.7004,7.1725,1.6,0.8,3.6,0.0,0.266666666666667,0.133333333333333,0.6,0.0,0.64460823773896,0.236906211638506,3.04586581483968,3.21846235522174,14.3586187947646,65,5
5294037,2,5,-0.136603,2,5,-0.136603,0.0,-1.76767761775393,5,81,76,34.6,23.68,5,47,76,29,62.8,12.64,47,10.811,204.3833,193.5723,82.363612,57.2420896,10.811,84,164,80,128.2,35.36,84,1.6,2.04,0.44,1.78,0.208,1.6,1,2,1,1.6,0.48,1,0,1,1,0.6,0.48,0,0,10,10,3.6,2.88,0,0,14,14,2.8,4.48,0,3,27,24,8.6,7.36,3,0,1,1,0.4,0.48,0,0,5,5,3.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,5,7,2,5.8,0.96,5,7.1725,26.91,19.7375,15.523,6.6804,7.1725,1.6,0.6,3.6,2.8,0.186046511627907,0.0697674418604651,0.418604651162791,0.325581395348837,1.07370160702509,0.26343055108671,3.04974930925551,3.23074684552585,14.8074095481212,65,5
5160827,2,5,-0.136603,2,5,-0.136603,0.0,-1.77417660789299,5,41,36,24.4,15.52,5,47,72,25,61.4,11.52,47,10.811,92.90638,82.09538,54.562952,35.0015616,10.811,84,164,80,123.6,32.32,84,1.6,2.04,0.44,1.786,0.2032,1.6,1,2,1,1.6,0.48,1,0,1,1,0.4,0.48,0,0,10,10,3.6,2.88,0,0,0,0,0.0,0.0,0,3,12,9,5.6,2.56,3,0,1,1,0.4,0.48,0,0,5,5,2.0,2.4,0,0,6,6,2.4,2.88,0,0,0,0,0,0,0,0,7,7,4.8,1.92,5,7.1725,18.18,11.0075,12.933,4.6084,7.1725,1.6,0.4,3.6,0.0,0.285714285714286,0.0714285714285714,0.642857142857143,0.0,0.568454316382676,0.219909966516167,3.07887069874371,3.32440295030577,11.8566261883827,65,5
4637091,2,33,-0.197497,2,33,-0.197497,0.0,-2.01352354604029,5,33,28,19.8,11.84,5,61,84,23,70.0,7.2,61,10.811,74.9216,64.1106,42.78608,25.580064,10.811,84,124,40,107.0,18.4,84,1.91,2.18,0.27,2.016,0.0848000000000001,1.91,2,2,0,2.0,0.0,2,0,3,3,1.0,0.8,0,0,10,10,5.2,4.16,0,0,0,0,0.0,0.0,0,3,15,12,8.2,4.16,3,0,0,0,0.0,0.0,0,0,5,5,2.6,2.08,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.4,1.28,2,7.1725,22.175,15.0025,11.432,4.2972,7.1725,2.0,1.0,5.2,0.0,0.24390243902439,0.121951219512195,0.634146341463415,0.0,0.888793236937251,0.159233637725358,3.00064268321028,2.67878022422953,13.0897989594422,65,5
3740286,1,28,-0.210764,2,82,-0.141831,0.068933,-2.04049999513884,5,82,77,29.6,20.96,5,61,81,20,69.4,6.72,61,10.811,207.2,196.389,69.24176,55.183296,10.811,84,146,62,112.4,22.72,84,1.91,2.33,0.42,2.046,0.1136,1.91,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,5.2,4.16,0,0,14,14,2.8,4.48,0,3,28,25,10.8,6.88,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.6,1.28,2,7.1725,28.11,20.9375,12.619,6.1964,7.1725,2.0,0.8,5.2,2.8,0.185185185185185,0.0740740740740741,0.481481481481482,0.259259259259259,9.59571202536925,0.263570544455797,3.05283424907436,2.98046333183408,13.9528327095671,65,5
5146839,2,15,-0.20608,2,15,-0.20608,0.0,-2.01536743516262,5,28,23,16.2,9.44,5,61,83,22,69.8,7.04,61,10.811,58.6934,47.8824,33.9965124,19.75751008,10.811,84,124,40,104.6,16.48,84,1.91,2.19,0.28,2.018,0.0864000000000001,1.91,2,2,0,2.0,0.0,2,0,3,3,1.0,0.8,0,0,8,8,3.2,3.84,0,0,0,0,0.0,0.0,0,3,10,7,6.2,3.04,3,0,0,0,0.0,0.0,0,0,5,5,2.6,2.08,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.4,1.28,2,7.1725,22.5702380952,15.3977380952,11.51104761904,4.423676190464,7.1725,2.0,1.0,3.2,0.0,0.32258064516129,0.161290322580645,0.516129032258065,0.0,0.566165363862196,0.161428299141188,3.05251140526184,3.20112625088108,9.44383202517135,65,5
4768210,2,16,-0.261676,1,28,-0.210764,0.050912,-2.08252083487887,5,28,23,16.4,9.28,5,61,88,27,70.8,7.84,61,10.811,58.6934,47.8824,34.21476,19.582912,10.811,84,124,40,104.2,16.16,84,1.91,2.58,0.67,2.096,0.1936,1.91,2,2,0,2.0,0.0,2,0,4,4,1.2,1.12,0,0,8,8,3.2,3.84,0,0,0,0,0.0,0.0,0,3,10,7,6.4,2.88,3,0,0,0,0.0,0.0,0,0,5,5,2.4,2.08,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,7.1725,25.786875,18.614375,12.154375,5.453,7.1725,2.0,1.2,3.2,0.0,0.3125,0.1875,0.5,0.0,14980827.0041476,0.160727595430146,3.11720793796411,3.22673717651763,9.76409923941187,65,5
2043178,1,28,-0.210764,2,32,-0.149882,0.060882,-1.98109191392292,5,32,27,19.6,11.68,5,61,79,18,69.0,6.4,61,10.811,72.64,61.829,42.32976,25.215008,10.811,84,124,40,107.2,18.56,84,1.91,2.04,0.13,1.982,0.0576,1.91,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,5.2,4.16,0,0,0,0,0.0,0.0,0,3,14,11,8.0,4.0,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.6,1.28,2,7.1725,23.005,15.8325,11.598,4.5628,7.1725,2.0,0.8,5.2,0.0,0.25,0.1,0.65,0.0,0.712870614675877,0.158885978904878,3.01571454867458,3.16603018530233,10.3302305150898,65,5
1487932,1,28,-0.210764,2,50,-0.14445,0.066314,-1.9711361740845,5,50,45,23.2,14.56,5,61,80,19,69.2,6.56,61,10.811,118.71,107.899,51.54376,32.586208,10.811,84,139,55,111.0,21.6,84,1.91,2.04,0.13,1.972,0.0544000000000001,1.91,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,5.2,4.16,0,0,0,0,0.0,0.0,0,3,14,11,8.0,4.0,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,5,3,3.6,1.28,2,7.1725,33.285,26.1125,13.654,7.8524,7.1725,2.0,0.8,5.2,0.0,0.25,0.1,0.65,0.0,1.39573235634829,0.21990216824065,3.02281493758441,2.85563828870211,13.6860300552367,65,5
3215784,2,5,-0.136603,2,5,-0.136603,0.0,-1.65437060737829,5,21,16,13.0,6.4,5,11,73,62,47.8,29.44,11,10.811,44.955912,34.144912,27.70307252,13.802271584,10.811,84,170,86,125.8,35.36,84,1.36,2.04,0.68,1.682,0.2864,1.36,2,2,0,2.0,0.0,2,0,1,1,0.6,0.48,0,0,1,1,0.4,0.48,0,0,0,0,0.0,0.0,0,3,3,0,3.0,0.0,3,0,0,0,0.0,0.0,0,0,5,5,3.0,2.4,0,0,9,9,3.6,4.32,0,0,0,0,0,0,0,5,9,4,6.6,1.92,5,7.1725,22.235,15.0625,15.059,6.3092,7.1725,2.0,0.6,0.4,0.0,0.666666666666667,0.2,0.133333333333333,0.0,0.342878481789598,0.262924903061244,3.17192432609778,3.6111210478107,11.8339520680747,65,5
8315042,2,5,-0.136603,2,5,-0.136603,0.0,-1.75775737607006,5,33,28,17.0,9.6,5,11,84,73,50.0,31.2,11,10.811,74.9216,64.1106,37.2910848,21.18406784,10.811,84,170,86,125.4,35.68,84,1.36,2.18,0.82,1.796,0.3488,1.36,2,2,0,2.0,0.0,2,0,3,3,1.0,0.8,0,0,10,10,2.4,3.04,0,0,0,0,0.0,0.0,0,3,15,12,5.4,3.84,3,0,0,0,0.0,0.0,0,0,5,5,2.6,2.08,0,0,9,9,3.6,4.32,0,0,0,0,0,0,0,3,9,6,6.2,2.24,5,7.1725,22.235,15.0625,16.198,7.2204,7.1725,2.0,1.0,2.4,0.0,0.37037037037037,0.185185185185185,0.444444444444444,0.0,0.291548331526338,0.271013549918708,3.11801769016852,3.51151514875143,12.8680243662369,65,5
3627410,2,82,-0.141831,2,5,-0.136603,0.005228,-1.78130716394139,5,82,77,26.8,22.08,5,11,81,70,49.4,30.72,11,10.811,207.2,196.389,63.7467648,57.38129408,10.811,84,170,86,130.8,37.44,84,1.36,2.33,0.97,1.826,0.3728,1.36,2,2,0,2.0,0.0,2,0,2,2,0.8,0.64,0,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,3,28,25,8.0,8.0,3,0,0,0,0.0,0.0,0,0,5,5,2.8,2.24,0,0,9,9,3.6,4.32,0,0,0,0,0,0,0,4,9,5,6.4,2.08,5,7.1725,28.11,20.9375,17.385,8.17,7.1725,2.0,0.8,2.4,2.8,0.25,0.1,0.3,0.35,0.40767833584654,0.285329741988027,3.14633174810822,3.48935025032132,15.0718958975775,65,5
1743698,2,5,-0.136603,2,5,-0.136603,0.0,-1.75936704669537,5,21,16,13.4,6.72,5,11,83,72,49.8,31.04,11,10.811,44.955912,34.144912,28.5015172,14.15241376,10.811,84,170,86,123.0,37.6,84,1.36,2.19,0.83,1.798,0.3504,1.36,2,2,0,2.0,0.0,2,0,3,3,1.0,0.8,0,0,1,1,0.4,0.48,0,0,0,0,0.0,0.0,0,3,5,2,3.4,0.64,3,0,0,0,0.0,0.0,0,0,5,5,2.6,2.08,0,0,9,9,3.6,4.32,0,0,0,0,0,0,0,3,9,6,6.2,2.24,5,7.1725,22.5702380952,15.3977380952,16.27704761904,7.283638095232,7.1725,2.0,1.0,0.4,0.0,0.588235294117647,0.294117647058823,0.117647058823529,0.0,0.213371171222696,0.285289029116658,3.22580808073177,3.49358965453035,11.3633872112821,65,5
