id,ElementProperty|MagpieData mean MendeleevNumber,GlobalSymmetryFeatures|spacegroup_num,ValenceOrbital|avg f valence electrons,ElementProperty|MagpieData maximum MendeleevNumber,LatticeConstants|a,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData maximum NdValence,AtomicOrbitals|gap_AO,YangSolidSolution|Yang delta,ElementProperty|MagpieData mode NUnfilled,LatticeConstants|c,ElementProperty|MagpieData maximum NUnfilled,ValenceOrbital|frac s valence electrons,AtomicOrbitals|LUMO_element,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData avg_dev AtomicWeight,ValenceOrbital|avg d valence electrons,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData minimum Electronegativity,hull_distance
4127693,50.8,65,0.0,88,3.16640485724968,0,1,0.0,0.283945535334322,5,12.5998449095668,9,0.555555555555556,5,7,1.876,14.32701184,0.4,2.58,6.0,122.6,1.22,77,6,1.36,
9354761,47.2,65,0.0,72,3.15671284081294,0,10,0.0,0.270037699039819,5,13.4123495844161,9,0.416666666666667,5,9,1.698,27.18237184,2.4,2.04,5.6,130.4,0.68,61,12,1.36,
8927605,48.0,65,0.0,74,3.15646240628787,0,10,0.0,0.26253183938881,5,11.832056664828,9,0.4,5,4,1.722,20.35229184,2.4,2.04,6.6,126.0,0.68,63,13,1.36,
4327501,49.0,65,0.0,79,3.18303321842763,0,10,0.013279,0.271865037327236,5,11.4329108469484,9,0.384615384615385,5,5,1.762,20.81901184,2.4,2.04,6.4,125.6,0.68,68,14,1.36,
7985463,48.2,65,0.0,75,3.22372459206992,0,10,0.0,0.268719638579442,5,12.8366199914179,9,0.4,5,4,1.716,27.81905408,2.4,2.04,6.6,130.0,0.68,64,13,1.36,
9182473,48.8,65,0.0,78,3.1595195258916,0,1,0.01669,0.275682924715776,5,10.9547540084698,9,0.625,5,5,1.74,13.69029184,0.4,2.04,6.4,123.8,0.68,67,4,1.36,
5891230,49.2,65,0.0,80,3.23970666308272,0,10,0.0078469999999999,0.268719638579442,5,11.9888062891133,9,0.384615384615385,5,5,1.752,29.06449408,2.4,2.04,6.4,129.4,0.68,69,14,1.36,
4960875,48.4,65,2.8,76,3.10619443870927,0,10,0.0,0.283191991556316,5,15.2370597173189,9,0.256410256410256,5,4,1.684,56.47995008,2.4,2.04,6.6,130.6,0.68,65,27,1.36,
1804532,47.0,65,0.0,72,3.15756859721586,0,10,0.0,0.262760287619724,5,11.9218295963688,9,0.416666666666667,5,9,1.69,19.65741184,2.4,2.04,5.6,126.0,0.68,61,12,1.36,
3250478,64.4,65,0.0,78,3.06888883058863,1,5,0.0,0.202578196402434,5,11.1531593224452,6,0.363636363636364,42,2,2.06,38.1076,2.0,2.16,5.2,117.4,0.26,28,6,1.9,
2081546,68.0,65,0.0,78,3.03861111697859,1,8,0.0,0.178885438199983,3,11.3997164450187,5,0.285714285714286,45,2,2.108,41.44144,3.2,2.28,4.0,112.6,0.38,19,9,1.9,
9546732,66.8,65,0.0,78,2.96037992298991,1,7,0.057082,0.185701388442046,4,12.6692456774685,5,0.307692307692308,14,1,2.076,40.5604,2.8,2.2,4.4,114.2,0.3,22,8,1.9,
9180765,64.8,65,5.6,78,3.06967808317773,0,4,0.0,0.189097130479147,5,11.3051833794045,6,0.2,74,2,2.14,80.29,1.6,2.36,5.2,120.6,0.46,27,20,1.9,
8512390,68.8,65,0.0,78,2.9610985540118,0,8,0.057471,0.158331148245701,2,9.91320728633699,5,0.333333333333333,14,3,1.96,20.219632,3.2,2.04,3.6,105.4,0.14,17,10,1.9,
4693502,65.6,65,0.0,78,3.01775519944448,0,5,0.0,0.192483463542617,5,11.6873653851258,5,0.416666666666667,43,1,1.956,39.0868,2.0,2.04,4.8,114.6,0.14,25,7,1.9,
5831672,64.8,65,0.0,80,3.03743878015135,1,10,0.0,0.231602777926551,5,13.5986579017388,6,0.25,42,2,2.072,44.51152,4.0,2.16,5.2,123.0,0.2,30,14,1.96,
7483150,68.4,65,0.0,80,3.06439072383707,1,10,0.0,0.224103641018935,3,14.5189044702684,5,0.210526315789474,45,2,2.12,46.73408,5.2,2.28,4.0,118.2,0.32,21,14,1.96,
6807539,67.2,65,0.0,80,2.95781712894043,1,10,0.057541,0.225986928334126,4,14.3912904775197,5,0.222222222222222,44,1,2.088,46.14672,4.8,2.2,4.4,119.8,0.24,24,14,1.96,
2498173,65.2,65,5.6,80,3.03758969409779,0,10,0.0,0.227010205999232,5,13.9665673531673,6,0.166666666666667,74,2,2.152,72.63312,3.6,2.36,5.2,126.2,0.4,29,20,1.96,
5814072,62.6,65,5.6,73,3.08974610914309,0,3,0.0,0.224959401996074,5,11.850746553544,7,0.212765957446809,73,2,1.738,79.078416224,1.2,2.04,5.8,125.8,0.54,25,19,1.5,
4352098,64.8,65,5.6,84,3.13782033637664,0,10,0.0,0.21943403815018,5,11.9363005349994,7,0.169491525423729,73,4,1.852,71.4080064,3.2,2.18,5.4,125.4,0.68,36,19,1.5,
4306815,64.2,65,8.4,81,3.02216153157171,0,10,0.0,0.268231694971903,5,15.3872639328664,7,0.138888888888889,73,3,1.882,85.8660416,3.2,2.33,5.6,130.8,0.83,33,28,1.5,
6025847,64.6,65,5.6,83,3.10094215657419,0,3,0.0,0.230129272900225,5,11.6128407655918,7,0.204081632653061,73,4,1.854,78.43966048,1.2,2.19,5.4,123.0,0.69,35,19,1.5,
6083594,65.6,65,5.6,88,3.02198316560043,0,3,0.0,0.228970658178648,5,12.6574639191292,7,0.2,73,5,1.932,78.2650624,1.2,2.58,5.2,122.6,1.08,40,19,1.5,
5372069,62.0,65,5.6,72,3.02355653261222,0,10,0.0,0.242402175575985,5,13.8467378247308,7,0.178571428571429,73,7,1.754,70.6998016,3.2,2.04,4.8,130.4,0.54,24,19,1.5,
3514269,62.8,65,5.6,74,3.10155739835963,0,10,0.0,0.220290212623661,5,11.4962858900952,7,0.175438596491228,73,2,1.778,72.2397824,3.2,2.04,5.8,126.0,0.54,26,19,1.5,
3204167,63.8,65,5.6,79,3.11052994244192,0,10,0.0,0.219920534778184,5,11.7995387057758,7,0.172413793103448,73,3,1.818,71.7730624,3.2,2.04,5.6,125.6,0.54,31,19,1.5,
2869347,63.0,65,5.6,75,3.04070788522468,0,10,0.0,0.239789643170869,5,14.4229047903352,7,0.175438596491228,73,2,1.772,71.0849216,3.2,2.04,5.8,130.0,0.54,27,19,1.5,
1705239,63.6,65,5.6,78,3.15132944862996,0,3,0.0,0.222425579695966,5,11.1194104187591,7,0.208333333333333,73,3,1.796,78.9017824,1.2,2.04,5.6,123.8,0.54,30,19,1.5,
7160483,64.0,65,5.6,80,3.02111235659981,0,10,0.0,0.239789643170869,5,14.6143257094954,7,0.172413793103448,73,3,1.808,71.7076416,3.2,2.04,5.6,129.4,0.54,32,19,1.5,
9518642,63.2,65,8.4,76,3.01959216742056,0,10,0.0,0.264913467479686,5,14.9027824208853,7,0.140845070422535,73,2,1.74,85.4153696,3.2,2.04,5.8,130.6,0.54,28,27,1.5,
1320567,61.8,65,5.6,72,3.05178610001566,0,10,0.0,0.224167492537235,5,11.8144296176503,7,0.178571428571429,73,7,1.746,72.9346624,3.2,2.04,4.8,126.0,0.54,24,19,1.5,
4063285,66.8,65,0.0,84,3.02435749428063,0,10,0.0,0.1909393200764,5,12.6722742815315,5,0.285714285714286,43,2,2.012,38.158176,4.0,2.18,4.6,116.2,0.28,31,15,1.9,
9583261,66.2,65,2.8,81,3.03703270366884,0,10,0.0,0.263665594855305,5,14.6384129699267,5,0.208333333333333,43,1,2.042,59.32272,4.0,2.33,4.8,121.6,0.43,28,28,1.9,
3061874,66.6,65,0.0,83,2.98718745164788,0,5,0.0,0.198506822748453,5,11.8552908854982,5,0.4,43,2,2.014,38.62467808,2.0,2.19,4.6,113.8,0.29,30,7,1.9,
8643509,67.6,65,0.0,88,2.97674474604591,0,5,0.0085859999999999,0.197513870931583,5,12.2590747386825,5,0.384615384615385,16,3,2.092,38.45008,2.0,2.58,4.4,113.4,0.68,35,7,1.9,
9267581,65.8,65,0.0,79,2.9991846056054,0,10,0.0,0.191113474478257,5,12.4262907795056,5,0.294117647058823,43,1,1.978,37.79312,4.0,2.04,4.8,116.4,0.14,26,14,1.9,
6315928,66.0,65,0.0,80,3.00890893949842,0,10,0.0,0.228085323342676,5,13.5360317874928,5,0.294117647058823,43,1,1.968,45.16432,4.0,2.04,4.8,120.2,0.14,27,14,1.9,
3741296,60.6,65,0.0,73,3.05310483649765,0,2,0.0,0.218749796067152,5,11.3191092446255,8,0.588235294117647,22,3,1.754,15.199593824,0.8,2.04,6.2,121.8,0.5,30,4,1.54,
4328571,62.8,65,0.0,84,3.11612437337534,0,10,0.0,0.209995949191285,5,11.4433449476319,8,0.344827586206897,22,5,1.868,22.115616,2.8,2.18,5.8,121.4,0.64,41,15,1.54,
4935860,62.2,65,2.8,81,3.04690929691645,0,10,0.0,0.266295389153379,5,14.5483685926318,8,0.238095238095238,22,4,1.898,56.91552,2.8,2.33,6.0,126.8,0.79,38,28,1.54,
5062718,62.6,65,0.0,83,3.09007746024155,0,2,0.0,0.219777902585687,5,10.7009536148899,8,0.526315789473684,22,5,1.87,15.08396192,0.8,2.19,5.8,119.0,0.65,40,5,1.54,
6135948,63.6,65,0.0,88,3.06326062318787,0,2,0.0,0.218667330678684,5,11.5370533701985,8,0.5,22,6,1.948,15.25856,0.8,2.58,5.6,118.6,1.04,45,6,1.54,
1340285,60.0,65,0.0,72,3.0553004291131,0,10,0.0,0.238398392326702,5,12.6112188792431,8,0.384615384615385,22,8,1.77,28.11392,2.8,2.04,5.2,126.4,0.5,29,12,1.54,
9731406,60.8,65,0.0,74,3.04558737228839,0,10,0.0,0.213107641729921,5,11.2379777373761,8,0.37037037037037,22,3,1.794,21.28384,2.8,2.04,6.2,122.0,0.5,31,13,1.54,
9084235,61.8,65,0.0,79,3.03075917346377,0,10,0.0,0.210390650027185,5,11.0104838623611,8,0.357142857142857,22,4,1.834,21.75056,2.8,2.04,6.0,121.6,0.5,36,14,1.54,
4309715,61.0,65,0.0,75,3.0778355101015,0,10,0.0,0.235519909704064,5,12.5303932850411,8,0.37037037037037,22,3,1.788,28.49904,2.8,2.04,6.2,126.0,0.5,32,13,1.54,
2568307,61.6,65,0.0,78,3.01768487411264,0,2,0.0,0.212563245345417,5,10.5348082150776,8,0.555555555555556,22,4,1.812,15.02296,0.8,2.04,6.0,119.8,0.5,35,4,1.54,
1098653,62.0,65,0.0,80,3.04407998169055,0,10,0.0,0.235519909704064,5,13.5056899024291,8,0.357142857142857,22,4,1.824,29.12176,2.8,2.04,6.0,125.4,0.5,37,14,1.54,
2643098,61.2,65,2.8,76,3.04285134858965,0,10,0.0,0.262753528539836,5,13.7921633638007,8,0.24390243902439,22,3,1.756,56.014176,2.8,2.04,6.2,126.6,0.5,33,27,1.54,
6594182,59.8,65,0.0,72,3.03501158581462,0,10,0.0,0.217817456702727,5,11.4357088931704,8,0.384615384615385,22,8,1.762,20.58896,2.8,2.04,5.2,122.0,0.5,29,12,1.54,
5714096,64.0,65,2.8,76,3.03928043249833,1,10,0.0,0.260995184744858,5,14.3721818514269,6,0.177777777777778,42,1,2.004,58.219248,4.0,2.16,5.4,124.2,0.54,26,27,1.62,
4857263,67.6,65,2.8,76,3.0824989689726,1,10,0.0,0.258645214868096,3,15.4142522418279,5,0.156862745098039,45,2,2.052,60.441808,5.2,2.28,4.2,119.4,0.66,17,27,1.62,
5738926,66.4,65,2.8,76,2.97259759506919,1,10,0.0,0.25904940591323,4,14.8035542003254,5,0.163265306122449,44,1,2.02,59.854448,4.8,2.2,4.6,121.0,0.58,20,27,1.62,
7190582,64.4,65,8.4,76,3.03378695508775,0,10,0.0,0.259334182314429,5,14.7050909955061,6,0.136986301369863,74,1,2.084,86.340848,3.6,2.36,5.4,127.4,0.74,25,27,1.62,
2317805,67.2,65,2.8,76,2.97365134882352,0,10,0.0,0.259094811964668,3,14.126575507012,5,0.196078431372549,27,2,1.892,54.2435848,4.8,2.04,4.2,113.0,0.42,18,27,1.62,
1069425,63.6,65,2.8,76,2.94470711981451,1,10,0.0,0.258469753691621,5,13.2559202183518,6,0.177777777777778,5,1,1.804,55.35352,4.0,2.04,5.4,118.2,0.42,27,27,1.62,
9576032,66.0,65,2.8,76,2.94054971974053,0,10,0.0,0.259094811964668,4,13.9621926900554,5,0.204081632653061,81,1,1.872,54.737696,4.4,2.04,4.6,115.4,0.42,21,27,1.62,
7369148,68.4,65,2.8,76,3.02341850088118,0,10,0.0,0.258843582110896,2,14.3436130713422,5,0.188679245283019,28,3,1.904,54.281952,5.2,2.04,3.8,112.2,0.42,15,27,1.62,
5178439,65.2,65,2.8,76,2.98904110810325,0,10,0.0,0.259672410290298,5,14.3281648655419,5,0.212765957446809,43,0,1.9,58.872048,4.0,2.04,5.0,121.4,0.42,23,27,1.62,
5123968,62.4,65,2.8,76,2.96254297717166,0,10,0.0,0.25904940591323,5,13.5976012651883,7,0.232558139534884,23,2,1.792,55.522256,3.2,2.04,5.8,123.8,0.42,30,27,1.62,
1302765,64.0,65,0.0,84,3.04309202321776,0,10,0.0,0.184561293402918,5,11.0523167310122,7,0.32258064516129,23,4,1.904,23.099456,3.2,2.18,5.4,118.6,0.55,38,15,1.63,
3296450,63.4,65,2.8,81,2.98600483973482,0,10,0.0,0.263192564548187,5,14.3828743024859,7,0.227272727272727,23,3,1.934,56.4236,3.2,2.33,5.6,124.0,0.7,35,28,1.63,
9381746,63.8,65,0.0,83,3.00385720571173,0,3,0.0,0.191249486918778,5,10.4813554243544,7,0.476190476190476,23,4,1.906,16.06780192,1.2,2.19,5.4,116.2,0.56,37,5,1.63,
5683192,64.8,65,0.0,88,2.98405628535468,0,3,0.0,0.190303673560119,5,11.1168076809707,7,0.454545454545454,23,5,1.984,16.2424,1.2,2.58,5.2,115.8,0.95,42,6,1.63,
2158347,61.2,65,0.0,72,3.01310906342495,0,10,0.0,0.229617304492512,5,12.3450994649574,7,0.357142857142857,23,7,1.806,29.09776,3.2,2.04,4.8,123.6,0.41,26,12,1.63,
3015264,62.0,65,0.0,74,3.01072954455492,0,10,0.0,0.194942090256101,5,11.0177627048537,7,0.344827586206897,23,2,1.83,22.26768,3.2,2.04,5.8,119.2,0.41,28,13,1.63,
6530821,63.0,65,0.0,79,3.05232768733164,0,10,0.0,0.184648700679445,5,10.6527340883627,7,0.333333333333333,23,3,1.87,22.7344,3.2,2.04,5.6,118.8,0.41,33,14,1.63,
8521307,62.2,65,0.0,75,3.00750782216411,0,10,0.0,0.225986928334126,5,12.5979428381837,7,0.344827586206897,23,2,1.824,29.48288,3.2,2.04,5.8,123.2,0.41,29,13,1.63,
9461730,62.8,65,0.0,78,3.01270472723442,0,3,0.0,0.185701388442046,5,10.4053083595603,7,0.5,23,3,1.848,16.49872,1.2,2.04,5.6,117.0,0.41,32,5,1.63,
6543129,63.2,65,0.0,80,2.98475243019327,0,10,0.0,0.225986928334126,5,12.9230978806806,7,0.333333333333333,23,3,1.86,30.1056,3.2,2.04,5.6,122.6,0.41,34,14,1.63,
7130825,61.0,65,0.0,72,2.97672806725514,0,10,0.0,0.202199855056514,5,11.1181894356724,7,0.357142857142857,23,7,1.798,21.5728,3.2,2.04,4.8,119.2,0.41,26,12,1.63,
6091584,48.2,65,0.0,73,3.31219908652734,0,1,0.0,0.302273053096464,5,13.026995566532,9,0.666666666666667,5,4,1.626,34.898241824,0.4,2.04,6.6,133.8,0.82,61,3,1.22,
5894621,50.4,65,0.0,84,3.18550221807782,0,10,0.0,0.318672975713327,5,14.1827921307788,9,0.37037037037037,5,6,1.74,35.248048,2.4,2.18,6.2,133.4,0.96,72,15,1.22,
3578406,49.8,65,2.8,81,3.22071784212672,0,10,0.005228,0.309338157101142,5,16.2638850978609,9,0.25,5,5,1.77,56.412592,2.4,2.33,6.4,138.8,1.11,69,28,1.22,
9317528,50.2,65,0.0,83,3.13204939824332,0,1,0.0,0.3349241144117,5,14.1236573059979,9,0.588235294117647,5,6,1.742,34.25948608,0.4,2.19,6.2,131.0,0.97,71,5,1.22,
5762910,51.2,65,0.0,88,3.24748515004714,0,1,0.0,0.333483220730307,5,13.7333257123079,9,0.555555555555556,5,7,1.82,34.084888,0.4,2.58,6.0,130.6,1.36,76,6,1.22,
3280951,47.6,65,0.0,72,3.21065459210896,0,10,0.0,0.302228149649038,5,15.6445407964405,9,0.416666666666667,5,9,1.642,41.246352,2.4,2.04,5.6,138.4,0.82,60,12,1.22,
2045968,48.4,65,0.0,74,3.15023159267843,0,10,0.0,0.304617729274255,5,15.0461311084303,9,0.4,5,4,1.666,34.416272,2.4,2.04,6.6,134.0,0.82,62,13,1.22,
8317509,49.4,65,0.0,79,3.21212944201481,0,10,0.013279,0.319731337741697,5,14.5440657779385,9,0.384615384615385,5,5,1.706,34.882992,2.4,2.04,6.4,133.6,0.82,67,14,1.22,
5469827,48.6,65,0.0,75,3.17726545533044,0,10,0.0,0.301851901522851,5,16.2120317617472,9,0.4,5,4,1.66,41.631472,2.4,2.04,6.6,138.0,0.82,63,13,1.22,
6748193,49.2,65,0.0,78,3.26725846357124,0,1,0.014124,0.32428517299299,5,12.4815355658874,9,0.625,5,5,1.684,34.721608,0.4,2.04,6.4,131.8,0.82,66,4,1.22,
4807153,49.6,65,0.0,80,3.24594002770378,0,10,0.0078469999999999,0.301851901522851,5,15.5723946320243,9,0.384615384615385,5,5,1.696,42.254192,2.4,2.04,6.4,137.4,0.82,68,14,1.22,
9501276,48.8,65,2.8,76,3.18464215711185,0,10,0.0,0.30816399964714,5,16.2364024078411,9,0.256410256410256,5,4,1.628,55.96192,2.4,2.04,6.6,138.6,0.82,64,27,1.22,
7254913,47.4,65,0.0,72,3.18955374643003,0,10,0.0,0.30251785287486,5,14.1566049093665,9,0.416666666666667,5,9,1.634,33.721392,2.4,2.04,5.6,134.0,0.82,60,12,1.22,
7918026,62.6,65,0.0,72,3.07767546271429,1,10,0.0,0.211706612085769,5,11.5317332483013,6,0.266666666666667,42,6,2.01,35.97872,4.0,2.16,4.4,119.6,0.51,22,12,1.65,
3645207,66.2,65,0.0,72,3.10137636883401,1,10,0.068101,0.198687728150178,3,12.6353781232569,5,0.222222222222222,45,5,2.058,38.20128,5.2,2.28,3.2,114.8,0.63,13,12,1.65,
2941375,65.0,65,0.0,72,2.9719438476493,1,10,0.0,0.202199855056514,4,12.6858820366799,5,0.235294117647059,44,5,2.026,37.61392,4.8,2.2,3.6,116.4,0.55,16,12,1.65,
2645180,63.0,65,5.6,72,3.09743693933893,0,10,0.0,0.204023067472066,5,11.5122698991829,6,0.172413793103448,74,6,2.09,74.32288,3.6,2.36,4.4,122.8,0.71,21,20,1.65,
8597263,65.8,65,0.0,72,2.97032810153519,0,10,0.018228,0.188094099929128,3,11.0625835997752,5,0.277777777777778,27,5,1.898,24.1301424,4.8,2.04,3.2,108.4,0.39,14,12,1.65,
4932856,62.2,65,0.0,72,2.92567865049815,1,10,0.0,0.195372290231044,5,11.0892232030773,6,0.266666666666667,5,6,1.81,21.910272,4.0,2.04,4.4,113.6,0.39,23,12,1.65,
2739650,64.6,65,0.0,72,2.90483594998772,0,10,0.072324,0.188094099929128,4,11.1494800277441,5,0.294117647058823,30,5,1.878,23.14192,4.4,2.04,3.6,110.8,0.39,17,12,1.65,
4165972,67.0,65,0.0,72,2.97613060655411,0,10,0.0,0.189422220511447,2,11.1308400736303,5,0.263157894736842,28,5,1.91,24.053408,5.2,2.04,2.8,107.6,0.39,11,12,1.65,
6138297,63.8,65,0.0,72,3.03976834818449,0,10,0.0,0.205887700005735,5,11.4538150151909,5,0.3125,43,5,1.906,36.63152,4.0,2.04,4.0,116.8,0.39,19,12,1.65,
9084715,61.0,65,0.0,73,3.20383134194624,0,2,0.0,0.253730382469685,5,11.9994336662923,8,0.588235294117647,40,3,1.67,36.010953824,0.8,2.04,6.2,127.8,0.71,29,4,1.33,
2845369,63.2,65,0.0,84,3.24167546678765,0,10,0.0,0.259209876971558,5,12.4231137115199,8,0.344827586206897,40,5,1.784,35.989856,2.8,2.18,5.8,127.4,0.85,40,15,1.33,
5170386,62.6,65,2.8,81,3.13417931783917,0,10,0.0,0.280519703259021,5,15.5696683606996,8,0.238095238095238,40,4,1.814,57.1544,2.8,2.33,6.0,132.8,1.0,37,28,1.33,
2514308,63.0,65,0.0,83,3.20504964043247,0,2,0.0,0.272831172793036,5,12.1211748440545,8,0.526315789473684,40,5,1.786,35.37219808,0.8,2.19,5.8,125.0,0.86,39,5,1.33,
5267094,64.0,65,0.0,88,3.14774332071505,0,2,0.0,0.271520914645437,5,13.1053233252072,8,0.5,40,6,1.864,35.1976,0.8,2.58,5.6,124.6,1.25,44,6,1.33,
6278590,60.4,65,0.0,72,3.1775147537252,0,10,0.0,0.262954625331178,5,13.649219291296,8,0.384615384615385,40,8,1.686,41.98816,2.8,2.04,5.2,132.4,0.71,28,12,1.33,
5187042,61.2,65,0.0,74,3.18819202489387,0,10,0.0,0.252497249948616,5,12.0299594983165,8,0.37037037037037,40,3,1.71,35.15808,2.8,2.04,6.2,128.0,0.71,30,13,1.33,
3786905,62.2,65,0.0,79,3.14882746961109,0,10,0.0,0.259993958960147,5,12.9236164266475,8,0.357142857142857,40,4,1.75,35.6248,2.8,2.04,6.0,127.6,0.71,35,14,1.33,
6342708,61.4,65,0.0,75,3.17675724622166,0,10,0.0,0.261365561965106,5,14.2423525220756,8,0.37037037037037,40,3,1.704,42.37328,2.8,2.04,6.2,132.0,0.71,31,13,1.33,
8613947,62.0,65,0.0,78,3.14048568477386,0,2,0.0,0.263570544455797,5,11.7297878823492,8,0.555555555555556,40,4,1.728,35.83432,0.8,2.04,6.0,125.8,0.71,34,4,1.33,
3612974,62.4,65,0.0,80,3.14992273934197,0,10,0.0,0.261365561965106,5,14.634870600886,8,0.357142857142857,40,4,1.74,42.996,2.8,2.04,6.0,131.4,0.71,36,14,1.33,
1694783,61.6,65,2.8,76,3.12083337409154,0,10,0.0,0.278121511168405,5,15.2943762023052,8,0.24390243902439,40,3,1.672,56.703728,2.8,2.04,6.2,132.6,0.71,32,27,1.33,
6271834,60.2,65,0.0,72,3.17886919837993,0,10,0.0,0.253441304432607,5,12.4832863736195,8,0.384615384615385,40,8,1.678,34.4632,2.8,2.04,5.2,128.0,0.71,28,12,1.33,
34072651,63.4,187,0.0,73,3.04639922651153,1,5,0.0,0.212789304679212,5,7.31396225970639,6,0.380952380952381,42,1,2.002,38.284233824,2.0,2.16,5.4,119.4,0.55,23,6,1.61,
95063127,67.0,187,0.0,73,3.15911337942548,1,8,0.0,0.200159611154652,3,6.70762158428253,5,0.296296296296296,45,2,2.05,41.618073824,3.2,2.28,4.2,114.6,0.67,14,9,1.61,
62945318,65.8,187,0.0,73,3.05181921675362,1,7,0.0,0.203555222517664,4,6.96070092933033,5,0.32,44,1,2.018,40.737033824,2.8,2.2,4.6,116.2,0.59,17,8,1.61,
60897513,63.8,187,5.6,73,3.02631525254443,0,4,0.0,0.205321731788082,5,7.42159360456116,6,0.204081632653061,74,1,2.082,80.466633824,1.6,2.36,5.4,122.6,0.75,22,20,1.61,
17042638,66.6,187,0.0,73,2.99249165001267,0,7,0.0,0.190002022649909,3,6.30396402016325,5,0.37037037037037,27,2,1.89,20.511367424,2.8,2.04,4.2,108.2,0.43,15,9,1.61,
87904612,63.0,187,0.0,73,2.92799029789199,1,5,0.0,0.196964612064823,5,6.88720438720206,6,0.380952380952381,5,1,1.802,17.181561824,2.0,2.04,5.4,113.4,0.43,24,6,1.61,
78510264,65.4,187,0.0,73,2.91552750239097,0,6,0.0,0.190002022649909,4,6.54886980222319,5,0.4,13,1,1.87,19.029033824,2.4,2.04,4.6,110.6,0.43,18,8,1.61,
23045176,67.8,187,0.0,73,3.07950427662283,0,8,0.0,0.191265628968897,2,6.05216208578239,5,0.344827586206897,28,3,1.902,20.396265824,3.2,2.04,3.8,107.4,0.43,12,10,1.61,
71453068,64.6,187,0.0,73,2.99366314420102,0,5,0.0,0.207130730050934,5,7.23711345581323,5,0.434782608695652,43,0,1.898,39.263433824,2.0,2.04,5.0,116.6,0.43,20,7,1.61,
45628709,61.8,187,0.0,73,2.96537618081792,0,3,0.0,0.203555222517664,5,7.12522869432956,7,0.526315789473684,23,2,1.79,16.675353824,1.2,2.04,5.8,119.0,0.43,27,5,1.61,
43972106,69.2,187,0.0,84,3.20404882141064,1,10,0.0,0.178187175712809,3,6.82435348005944,5,0.205128205128205,33,2,2.164,39.727936,5.2,2.28,3.8,114.2,0.24,25,15,2.04,
54879302,68.0,187,0.0,84,3.13761790876403,1,10,0.0,0.184561293402918,4,6.84940971845388,5,0.216216216216216,33,2,2.132,39.140576,4.8,2.2,4.2,115.8,0.16,28,15,2.04,
34681702,66.0,187,5.6,84,3.17168904013127,0,10,0.0,0.187750550694611,5,6.79939698897086,6,0.163934426229508,74,3,2.196,72.796224,3.6,2.36,5.0,122.2,0.32,33,20,2.04,
61784935,65.6,187,0.0,84,3.16894604602603,1,10,0.0,0.200490193411229,5,6.71349041702828,6,0.242424242424242,42,3,2.116,37.505376,4.0,2.18,5.0,119.0,0.14,34,15,2.04,
67409258,65.0,187,2.8,81,3.19364629690478,1,10,0.0,0.264762521262011,5,7.57568643063616,6,0.173913043478261,42,2,2.146,58.66992,4.0,2.33,5.2,124.4,0.29,31,28,2.04,
68427591,65.4,187,0.0,83,3.14575367870703,1,5,0.0,0.209236908423423,5,6.45383186304965,6,0.347826086956522,42,3,2.118,37.64547808,2.0,2.19,5.0,116.6,0.15,33,6,2.04,
14387690,66.4,187,0.0,88,3.17113351367325,1,5,0.0,0.208181128439006,5,6.48097770020262,6,0.333333333333333,42,4,2.196,37.47088,2.0,2.58,4.8,116.2,0.54,38,6,2.04,
89604375,65.4,187,8.4,81,3.22129992854158,0,10,0.0,0.263402454957875,5,7.53758092605425,6,0.135135135135135,74,2,2.226,86.79152,3.6,2.36,5.2,127.6,0.32,30,28,2.04,
71305486,69.0,187,0.0,83,3.18745546737271,1,8,0.0,0.18391049142992,3,6.27598205687642,5,0.275862068965517,15,2,2.166,40.97931808,3.2,2.28,3.8,111.8,0.24,24,9,2.04,
18325407,67.8,187,0.0,83,3.1567454157594,1,7,0.0,0.191249486918778,4,6.36195697535009,5,0.296296296296296,15,2,2.134,40.09827808,2.8,2.2,4.2,113.4,0.16,27,8,2.04,
19483527,65.8,187,5.6,83,3.15109133872286,0,4,0.0,0.194888460581358,5,6.47725098646172,6,0.196078431372549,74,3,2.198,79.82787808,1.6,2.36,5.0,119.8,0.32,32,20,2.04,
67435291,68.6,187,2.8,81,3.23048034248229,1,10,0.0,0.262937277792971,3,7.71381962762066,5,0.153846153846154,45,2,2.194,60.89248,5.2,2.33,4.0,119.6,0.29,22,28,2.04,
51763480,70.0,187,0.0,88,3.22050058244454,1,8,0.0,0.183016696114988,3,6.43240033734854,5,0.266666666666667,45,3,2.244,40.80472,3.2,2.58,3.6,111.4,0.54,29,9,2.04,
30975426,67.4,187,2.8,81,3.19924011808684,1,10,0.057541,0.263192564548187,4,7.36469966681167,5,0.16,44,1,2.162,60.30512,4.8,2.33,4.4,121.2,0.29,25,28,2.04,
71403958,68.8,187,0.0,88,3.16318914892971,1,7,0.0,0.190303673560119,4,6.49718976474891,5,0.285714285714286,44,3,2.212,39.92368,2.8,2.58,4.0,113.0,0.54,32,8,2.04,
